time,open,high,low,close
1607954400,1.34023,1.34053,1.33099,1.33344
1607968800,1.33346,1.33383,1.332,1.33303
1607983200,1.33114,1.33453,1.33114,1.33387
1607997600,1.33387,1.33477,1.33243,1.33446
1608012000,1.33448,1.33479,1.32799,1.33179
1608026400,1.33186,1.3397,1.33034,1.33872
1608040800,1.33872,1.34523,1.3359,1.34297
1608055200,1.34295,1.34697,1.34016,1.3464
1608069600,1.34629,1.34632,1.34347,1.34395
1608084000,1.34394,1.34705,1.34394,1.34629
1608098400,1.34626,1.352,1.34483,1.35167
1608112800,1.35164,1.3554,1.34985,1.35262
1608127200,1.35262,1.35291,1.34605,1.34711
1608141600,1.34719,1.35125,1.34509,1.35087
1608156000,1.35041,1.35281,1.34952,1.35268
1608170400,1.35267,1.35604,1.35214,1.35603
1608184800,1.35602,1.3586,1.35526,1.35849
1608199200,1.35852,1.36238,1.35771,1.3592
1608213600,1.35925,1.36242,1.35594,1.36081
1608228000,1.36082,1.36207,1.35452,1.35844
1608242400,1.35807,1.35866,1.35512,1.35554
1608256800,1.35555,1.35557,1.35201,1.35246
1608271200,1.35248,1.35573,1.34891,1.34932
1608285600,1.34931,1.35484,1.34921,1.35139
1608300000,1.35138,1.35256,1.34712,1.35063
1608314400,1.35063,1.3512,1.34843,1.34986
1608501600,1.34085,1.34392,1.33628,1.33746
1608516000,1.33741,1.33783,1.33359,1.33659
1608530400,1.33658,1.33658,1.32135,1.32188
1608544800,1.32197,1.33242,1.31878,1.33155
1608559200,1.33154,1.33659,1.32893,1.33568
1608573600,1.33566,1.34988,1.33561,1.34633
1608588000,1.34639,1.34693,1.34035,1.34091
1608602400,1.34094,1.34242,1.33794,1.33879
1608616800,1.33881,1.3452,1.33838,1.34111
1608631200,1.34112,1.34481,1.33609,1.34047
1608645600,1.34048,1.34134,1.33043,1.33569
1608660000,1.3357,1.33774,1.3338,1.33624
1608674400,1.33515,1.34015,1.33488,1.33872
1608688800,1.33873,1.34117,1.33855,1.34026
1608703200,1.34023,1.3444,1.34017,1.3418
1608717600,1.34183,1.34751,1.34017,1.3465
1608732000,1.3465,1.35707,1.34561,1.34829
1608746400,1.34832,1.35161,1.34707,1.34975
1608760800,1.34902,1.35489,1.34886,1.35332
1608775200,1.35332,1.35629,1.35328,1.35566
1608789600,1.35562,1.36069,1.35419,1.35981
