time,open,high,low,close
1565974800,1.10935,1.11031,1.10891,1.10893
1566162000,1.10917,1.11013,1.10878,1.10909
1566176400,1.10907,1.10945,1.10877,1.10916
1566190800,1.10915,1.11102,1.10877,1.11023
1566205200,1.11025,1.11138,1.10957,1.10994
1566219600,1.10993,1.11036,1.10928,1.10935
1566234000,1.10934,1.10968,1.1076,1.10779
1566248400,1.10774,1.10878,1.10774,1.10848
1566262800,1.10847,1.10886,1.1084,1.10867
1566277200,1.10868,1.10874,1.10711,1.10783
1566291600,1.10781,1.10846,1.10745,1.10776
1566306000,1.10777,1.10999,1.10657,1.10987
1566320400,1.10988,1.11068,1.10962,1.11003
1566334800,1.10992,1.11027,1.10917,1.10925
1566349200,1.10926,1.11053,1.10912,1.1094
1566363600,1.10937,1.11058,1.10879,1.10979
1566378000,1.10978,1.11071,1.1094,1.11033
1566392400,1.1103,1.11044,1.10923,1.11029
1566406800,1.1103,1.1105,1.10805,1.10843
1566421200,1.10843,1.10921,1.10842,1.10858
1566435600,1.10861,1.10903,1.10813,1.10818
1566450000,1.10817,1.11131,1.10756,1.10988
1566464400,1.10987,1.10995,1.10636,1.10799
1566478800,1.10798,1.10988,1.10678,1.10819
1566493200,1.10818,1.10894,1.10785,1.10791
1566507600,1.1079,1.10859,1.1079,1.10792
1566522000,1.10793,1.10807,1.10608,1.10694
1566536400,1.10693,1.10741,1.10654,1.10676
1566550800,1.10674,1.10733,1.10519,1.10636
1566565200,1.10634,1.11477,1.10531,1.11385
1566579600,1.11383,1.11533,1.11336,1.1145
1566766800,1.11501,1.1164,1.11361,1.11435
1566781200,1.11434,1.11483,1.11322,1.11433
1566795600,1.11434,1.1153,1.11106,1.11147
1566810000,1.11146,1.11242,1.11064,1.11117
1566824400,1.11118,1.11243,1.11073,1.11097
1566838800,1.11098,1.11098,1.10942,1.10992
1566853200,1.11007,1.11055,1.10984,1.11035
1566867600,1.11036,1.11072,1.10979,1.10984
1566882000,1.10986,1.11158,1.1098,1.11132
1566896400,1.11133,1.11153,1.11001,1.11087
