time,open,high,low,close,Volume
1588561200,1.41224,1.41231,1.41017,1.41214,8370
1588568400,1.41215,1.41399,1.41134,1.41159,11396
1588575600,1.41151,1.41397,1.40932,1.41013,17055
1588582800,1.41014,1.41257,1.40956,1.41098,13857
1588590000,1.41097,1.41103,1.40512,1.40916,14387
1588597200,1.40916,1.41122,1.40728,1.40819,19758
1588604400,1.40819,1.4099,1.40763,1.40966,15163
1588611600,1.40965,1.40983,1.40726,1.40774,12020
1588618800,1.40774,1.41023,1.40683,1.40892,9757
1588626000,1.40867,1.40925,1.40797,1.40843,2576
1588633200,1.40841,1.40868,1.40647,1.40651,5281
1588640400,1.40653,1.40653,1.40552,1.40638,6855
1588647600,1.40638,1.40726,1.40626,1.40651,6142
1588654800,1.40652,1.40666,1.40316,1.40382,10036
1588662000,1.40381,1.40945,1.40342,1.40887,17335
1588669200,1.40886,1.40948,1.40509,1.40536,14984
1588676400,1.40535,1.4062,1.40183,1.4044,13582
1588683600,1.40442,1.40653,1.40082,1.40562,20571
1588690800,1.40563,1.40563,1.40191,1.40303,13325
1588698000,1.40301,1.40378,1.40215,1.40251,11733
1588705200,1.4025,1.40546,1.4024,1.40443,9319
1588712400,1.40503,1.40503,1.40321,1.40357,2674
1588719600,1.40357,1.40747,1.40357,1.40694,7117
1588726800,1.40695,1.40772,1.40502,1.40533,11264
1588734000,1.40533,1.40579,1.40464,1.40474,6651
1588741200,1.40475,1.40496,1.40229,1.4031,9717
1588748400,1.40311,1.40612,1.40243,1.40516,13899
1588755600,1.40515,1.40705,1.40462,1.40479,10817
1588762800,1.40477,1.41106,1.4044,1.41049,13760
1588770000,1.41049,1.4137,1.40935,1.41351,23406
1588777200,1.4135,1.41571,1.41254,1.41328,20046
1588784400,1.41329,1.41374,1.4115,1.41223,14864
1588791600,1.4123,1.41505,1.41175,1.41453,9783
1588798800,1.41433,1.4173,1.41413,1.41714,2852
1588806000,1.41713,1.41724,1.41415,1.41467,8138
1588813200,1.41466,1.41483,1.41292,1.41325,7327
1588820400,1.41324,1.41342,1.41243,1.41255,5900
1588827600,1.41255,1.41303,1.40984,1.41182,9238
1588834800,1.41182,1.41225,1.40784,1.40915,13240
1588842000,1.40911,1.40922,1.40655,1.40819,13472
1588849200,1.40819,1.40837,1.40639,1.40707,11219
1588856400,1.40712,1.40867,1.40164,1.40285,18865
1588863600,1.4028,1.40296,1.39531,1.39798,17944
1588870800,1.39797,1.39945,1.39668,1.39918,13377
1588878000,1.39919,1.40064,1.39706,1.39735,7916
1588885200,1.39758,1.39934,1.39627,1.39634,2305
1588892400,1.39634,1.39831,1.39316,1.39368,6565
1588899600,1.3937,1.39408,1.3925,1.39356,8835
1588906800,1.39359,1.3946,1.3934,1.39388,5165
1588914000,1.39388,1.3947,1.3927,1.39374,7054
1588921200,1.39374,1.39597,1.3933,1.39496,8782
1588928400,1.39494,1.39539,1.39408,1.395,5903
1588935600,1.39501,1.39652,1.39258,1.39458,12353
1588942800,1.39457,1.39644,1.39221,1.39257,15353
1588950000,1.39258,1.39425,1.39085,1.39234,11240
1588957200,1.39234,1.39377,1.39204,1.39327,7697
1588964400,1.39323,1.39418,1.39251,1.39297,4980
1589144400,1.39323,1.39436,1.39319,1.39412,3222
1589151600,1.39412,1.39459,1.39233,1.39296,6596
1589158800,1.39298,1.39342,1.39002,1.39091,6588
1589166000,1.39091,1.39132,1.39058,1.3907,4343
1589173200,1.39077,1.39275,1.39069,1.39097,6404
1589180400,1.39096,1.39698,1.39088,1.39559,11153
1589187600,1.39559,1.39897,1.39545,1.39752,10534
1589194800,1.3975,1.40142,1.39745,1.39975,14209
1589202000,1.39976,1.40207,1.3976,1.40182,17085
1589209200,1.40181,1.40425,1.40126,1.40158,13624
1589216400,1.40161,1.40346,1.40077,1.40232,9870
1589223600,1.40234,1.40244,1.40041,1.40165,7403
1589230800,1.40113,1.40221,1.40079,1.40144,2310
1589238000,1.40145,1.40644,1.40145,1.40574,8171
1589245200,1.40573,1.40599,1.40443,1.40485,9813
1589252400,1.40484,1.40546,1.40421,1.40427,7641
1589259600,1.40427,1.40457,1.40203,1.40377,9904
1589266800,1.40375,1.40375,1.40074,1.40135,11260
1589274000,1.40129,1.40195,1.39768,1.3987,9485
1589281200,1.39869,1.39928,1.39723,1.39886,10056
1589288400,1.39888,1.40244,1.39881,1.39944,17592
1589295600,1.39943,1.40247,1.3983,1.40119,15386
1589302800,1.40119,1.40523,1.40117,1.40407,14024
1589310000,1.40406,1.40794,1.40267,1.4079,10181
1589317200,1.40771,1.40801,1.40651,1.40662,3178
1589324400,1.4066,1.40852,1.40579,1.40591,8646
1589331600,1.40591,1.4074,1.40525,1.40586,11728
1589338800,1.4059,1.40642,1.40478,1.40497,6836
1589346000,1.405,1.40583,1.40445,1.40529,8016
1589353200,1.40531,1.40763,1.40353,1.4045,12455
1589360400,1.4045,1.40498,1.40194,1.40209,11067
1589367600,1.40209,1.40375,1.40064,1.40284,12542
1589374800,1.40284,1.40681,1.4021,1.40643,23341
1589382000,1.40644,1.41043,1.40618,1.40887,20978
1589389200,1.40886,1.41096,1.40875,1.41082,16275
1589396400,1.41082,1.41149,1.40892,1.40995,12132
1589403600,1.40997,1.41058,1.40908,1.40972,2882
