time,open,high,low,close,Volume
1585256400,0.59585,0.59792,0.59341,0.59546,13507
1585270800,0.59544,0.60149,0.59433,0.59689,27341
1585285200,0.59688,0.59877,0.59188,0.59409,27355
1585299600,0.59411,0.59699,0.59095,0.59155,23164
1585314000,0.59154,0.60425,0.59109,0.60221,41436
1585328400,0.60221,0.6069,0.60172,0.60415,17966
1585515600,0.60303,0.60627,0.5994,0.60288,19207
1585530000,0.60289,0.60428,0.60098,0.60309,25286
1585544400,0.60311,0.60412,0.5997,0.60177,29360
1585558800,0.60174,0.60225,0.59833,0.59887,23787
1585573200,0.59887,0.60244,0.59858,0.60078,32862
1585587600,0.60074,0.60203,0.59905,0.60151,12962
1585602000,0.60058,0.60355,0.5953,0.59882,13407
1585616400,0.59905,0.60386,0.59905,0.60197,26222
1585630800,0.60197,0.60374,0.5972,0.59727,25474
1585645200,0.59726,0.59819,0.59266,0.59463,29148
1585659600,0.59453,0.5966,0.59201,0.59301,43194
1585674000,0.59298,0.59716,0.59093,0.59642,23385
1585688400,0.59621,0.59789,0.5926,0.59598,11866
1585702800,0.59597,0.596,0.59336,0.59536,15032
1585717200,0.59535,0.59562,0.5879,0.59089,26002
1585731600,0.5909,0.59178,0.58885,0.58933,24908
1585746000,0.58932,0.59778,0.5889,0.59263,28268
1585760400,0.5926,0.5926,0.59077,0.59165,15739
1585774800,0.59134,0.5936,0.59087,0.59301,7353
1585789200,0.593,0.59377,0.59123,0.59323,13117
1585803600,0.59323,0.59734,0.59287,0.59554,18812
1585818000,0.5955,0.59733,0.59065,0.591,20311
1585832400,0.59104,0.59369,0.58804,0.59019,37888
1585846800,0.5902,0.59265,0.58927,0.5914,15662
1585861200,0.59158,0.59223,0.58956,0.58986,9178
1585875600,0.58984,0.59153,0.58968,0.59129,11127
1585890000,0.59127,0.59173,0.58758,0.58784,17199
1585904400,0.58785,0.58788,0.58435,0.58539,25959
1585918800,0.58539,0.58766,0.5848,0.58557,25619
1585933200,0.58556,0.58668,0.58461,0.58591,11908
1586120400,0.58688,0.58892,0.58498,0.58834,14041
1586134800,0.58833,0.58859,0.58658,0.58719,12979
1586149200,0.5872,0.59173,0.58705,0.59159,20131
1586163600,0.59159,0.59461,0.59146,0.59444,15253
1586178000,0.59445,0.59633,0.59284,0.59421,20550
1586192400,0.59427,0.59437,0.59263,0.59286,14106
1586206800,0.59244,0.59552,0.59191,0.59405,9981
1586221200,0.59405,0.59866,0.59385,0.59827,17476
1586235600,0.59827,0.60156,0.59762,0.59786,19862
1586250000,0.59783,0.60107,0.59719,0.59993,18733
1586264400,0.59993,0.60131,0.59685,0.59921,25864
1586278800,0.59924,0.59953,0.59732,0.59761,12501
1586293200,0.59683,0.59836,0.59404,0.59439,11860
1586307600,0.59436,0.59626,0.59413,0.59588,14775
1586322000,0.5959,0.59722,0.594,0.59487,20576
1586336400,0.59491,0.59857,0.59466,0.59827,17280
1586350800,0.59828,0.60307,0.59822,0.60174,21850
1586365200,0.60173,0.60305,0.60064,0.60084,10443
1586379600,0.60036,0.60254,0.59942,0.60212,7053
