time,open,high,low,close,Volume
1586188800,1645.82,1656.92,1644.83,1656.67,12870
1586196000,1656.49,1668.56,1653.89,1665.82,16371
1586203200,1665.73,1667.06,1653.98,1659.5,3588
1586210400,1660.95,1673.99,1658.85,1659.51,8423
1586217600,1659.42,1665.32,1654.11,1661.08,7444
1586224800,1661.11,1662.83,1655.47,1659.61,6171
1586232000,1659.53,1664.59,1656.61,1662.62,4783
1586239200,1662.62,1668.74,1644.17,1645.72,15121
1586246400,1645.72,1661.33,1643.47,1650.38,12521
1586253600,1650.38,1658.51,1648.68,1652.36,11725
1586260800,1651.94,1662.16,1642.36,1649.54,23828
1586268000,1649.5,1657.57,1645.77,1655.07,21706
1586275200,1655.03,1657.87,1643.83,1649.61,15847
1586282400,1649.66,1657.93,1642.87,1657.03,14410
1586289600,1657.01,1657.19,1645.66,1646.97,2088
1586296800,1643.47,1648.51,1643.47,1648.16,3079
1586304000,1648.01,1650.37,1640.43,1647.93,6008
1586311200,1647.94,1650.26,1643.55,1648.65,4325
1586318400,1648.7,1651.56,1644.68,1645.59,4702
1586325600,1645.71,1654.94,1643.29,1650.42,11261
1586332800,1650.41,1653.93,1648.4,1650.91,10426
1586340000,1651.08,1651.91,1642.4,1648.84,10542
1586347200,1648.86,1656.43,1643.37,1652.3,22322
1586354400,1652.31,1652.78,1642.66,1647.89,20563
1586361600,1647.84,1651.73,1646.13,1648.73,13019
1586368800,1648.33,1653.23,1644.43,1645.07,7815
1586376000,1645.64,1647.12,1643.93,1644.84,2165
1586383200,1642.7,1647.92,1642.7,1647.08,3738
1586390400,1647.02,1649.31,1645.9,1647.61,6310
1586397600,1647.7,1649.72,1647.08,1648.92,4502
1586404800,1648.91,1649.5,1647.15,1648.28,4421
1586412000,1648.23,1660.16,1648.13,1658.41,13994
1586419200,1658.41,1662.98,1655.29,1660.94,14332
1586426400,1660.95,1665.39,1655.14,1663.01,14760
1586433600,1663.08,1685.18,1660.3,1682.97,26744
1586440800,1682.97,1684.84,1670.54,1683.97,26706
1586448000,1683.59,1690.2,1677.84,1682.55,21743
1586455200,1682.67,1683.61,1675.06,1683.24,16348
1586462400,1683.16,1685.39,1680.14,1681.97,2853
1586728800,1685.51,1693.16,1671.67,1685.75,9109
1586736000,1685.79,1690.93,1680.84,1684.4,10322
1586743200,1684.4,1685.66,1679.74,1682.3,8891
1586750400,1682.22,1684.86,1681.81,1684.23,6779
1586757600,1684.14,1692.89,1683.71,1690.75,13075
1586764800,1690.84,1692.17,1687.17,1688.65,8233
1586772000,1688.65,1693.56,1685.95,1691.72,8446
1586779200,1691.57,1695.47,1686.22,1687.06,15654
1586786400,1687.11,1711.02,1687.11,1709.07,23493
1586793600,1708.98,1719.03,1706.25,1717.83,16187
1586800800,1717.95,1722.38,1716.1,1716.67,15106
1586808000,1716.63,1718.14,1711.97,1713.96,2661
1586815200,1708.81,1720.07,1708.81,1717.04,6144
1586822400,1717.04,1724.75,1714.63,1723.69,12334
1586829600,1723.76,1725.88,1718.74,1720.12,10194
