pair,tf,filter,sl_buffer,rr,entry,trades,wins,losses,win_rate,profit_factor,total_pips,net_return,max_dd,avg_zone_age,wt_trades,wt_wr,wt_pf,wt_pips,ct_trades,ct_wr,ct_pf,ct_pips,bars,csv
AUDUSD,4H,origination,10,2.0,bottom,32,20,12,62.5,2.51,320.6,31.7,2.0,164.6,32,62.5,2.51,320.6,0,0.0,999.0,0.0,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,none,15,1.5,bottom,35,26,9,74.3,3.34,486.2,34.5,2.0,119.7,26,69.2,2.61,300.0,9,88.9,9.31,186.2,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,origination,15,1.5,bottom,32,22,10,68.8,2.68,384.6,25.5,2.0,164.6,32,68.8,2.68,384.6,0,0.0,999.0,0.0,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,none,15,1.8,bottom,35,24,11,68.6,3.27,541.1,37.4,2.0,119.7,26,65.4,2.77,355.2,9,77.8,5.97,185.9,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,origination,15,1.8,bottom,32,20,12,62.5,2.42,387.3,26.6,2.0,164.6,32,62.5,2.42,387.3,0,0.0,999.0,0.0,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,none,15,2.0,bottom,35,19,16,54.3,1.98,329.8,24.0,3.9,119.7,26,53.8,1.88,230.9,9,55.6,2.32,98.9,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,origination,15,2.0,bottom,32,17,15,53.1,1.82,274.5,20.4,3.9,164.6,32,53.1,1.82,274.5,0,0.0,999.0,0.0,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,none,20,1.5,bottom,35,25,10,71.4,3.69,657.7,31.2,3.0,119.7,26,73.1,3.91,516.4,9,66.7,3.1,141.3,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,origination,20,1.5,bottom,32,22,10,68.8,3.05,538.8,25.5,3.0,164.6,32,68.8,3.05,538.8,0,0.0,999.0,0.0,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,none,20,1.8,bottom,35,20,15,57.1,2.33,490.1,22.9,3.0,119.7,26,57.7,2.4,383.6,9,55.6,2.12,106.5,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,origination,20,1.8,bottom,32,18,14,56.2,2.19,427.7,19.8,3.0,164.6,32,56.2,2.19,427.7,0,0.0,999.0,0.0,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,none,20,2.0,bottom,35,19,16,54.3,2.35,525.6,24.0,3.9,119.7,26,57.7,2.66,456.7,9,44.4,1.6,68.9,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,4H,origination,20,2.0,bottom,32,17,15,53.1,2.2,455.3,20.4,3.0,164.6,32,53.1,2.2,455.3,0,0.0,999.0,0.0,12229,PEPPERSTONE_AUDUSD__240.csv
AUDUSD,1H,none,10,1.5,bottom,36,23,13,63.9,2.28,224.6,23.6,2.0,82.5,30,66.7,2.6,214.7,6,50.0,1.24,9.9,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,10,1.5,bottom,32,22,10,68.8,2.83,244.7,25.5,2.5,72.1,32,68.8,2.83,244.7,0,0.0,999.0,0.0,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,10,1.8,bottom,36,19,17,52.8,1.6,139.9,18.3,3.9,82.5,30,53.3,1.62,119.6,6,50.0,1.48,20.3,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,10,1.8,bottom,32,18,14,56.2,1.81,155.6,19.8,4.9,72.1,32,56.2,1.81,155.6,0,0.0,999.0,0.0,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,10,2.0,bottom,36,18,18,50.0,1.62,151.5,19.2,4.0,82.5,30,50.0,1.61,124.3,6,50.0,1.65,27.2,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,10,2.0,bottom,32,17,15,53.1,1.81,164.3,20.4,5.9,72.1,32,53.1,1.81,164.3,0,0.0,999.0,0.0,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,15,1.5,bottom,24,16,8,66.7,3.04,264.2,17.1,2.0,50.3,19,68.4,3.37,224.5,5,60.0,2.14,39.7,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,15,1.5,bottom,21,15,6,71.4,3.84,269.5,17.7,2.0,26.8,21,71.4,3.84,269.5,0,0.0,999.0,0.0,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,15,1.8,bottom,24,16,8,66.7,3.65,343.0,22.8,2.0,50.3,19,68.4,4.04,288.4,5,60.0,2.57,54.6,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,15,1.8,bottom,21,15,6,71.4,4.61,342.4,23.0,2.0,26.8,21,71.4,4.61,342.4,0,0.0,999.0,0.0,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,15,2.0,bottom,24,14,10,58.3,2.78,292.3,19.3,3.0,50.3,19,63.2,3.39,272.8,5,40.0,1.39,19.5,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,15,2.0,bottom,21,13,8,61.9,3.23,287.8,19.4,2.0,26.8,21,61.9,3.23,287.8,0,0.0,999.0,0.0,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,20,1.5,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,20,1.5,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,20,1.8,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,20,1.8,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,none,20,2.0,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_AUDUSD__60.csv
AUDUSD,1H,origination,20,2.0,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_AUDUSD__60.csv
EURUSD,2H,none,10,1.5,bottom,33,23,10,69.7,3.14,320.0,27.4,4.4,75.5,27,66.7,3.06,257.8,6,83.3,3.54,62.2,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,10,1.5,bottom,34,23,11,67.6,3.03,312.5,26.1,4.9,68.5,34,67.6,3.03,312.5,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,10,1.8,bottom,33,21,12,63.6,2.74,319.1,28.9,7.9,75.5,27,63.0,3.05,289.5,6,66.7,1.7,29.6,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,10,1.8,bottom,34,22,12,64.7,3.12,361.0,31.3,6.1,68.5,34,64.7,3.12,361.0,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,10,2.0,bottom,33,20,13,60.6,2.78,344.8,30.4,7.8,75.5,27,59.3,3.03,307.2,6,66.7,1.89,37.6,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,10,2.0,bottom,34,21,13,61.8,3.16,389.8,33.0,5.9,68.5,34,61.8,3.16,389.8,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,15,1.5,bottom,32,22,10,68.8,2.67,357.8,25.5,4.4,77.7,26,69.2,2.98,320.2,6,66.7,1.72,37.6,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,15,1.5,bottom,33,25,8,75.8,4.09,499.4,33.9,2.5,70.4,33,75.8,4.09,499.4,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,15,1.8,bottom,32,16,16,50.0,1.48,157.8,13.3,4.2,77.7,26,53.8,1.76,186.2,,,,,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,15,1.8,bottom,33,20,13,60.6,2.25,334.7,25.4,3.0,70.4,33,60.6,2.25,334.7,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,15,2.0,bottom,32,13,19,40.6,1.21,76.6,6.9,4.9,77.7,26,46.2,1.53,144.0,,,,,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,15,2.0,bottom,33,18,15,54.5,2.05,311.6,22.8,4.0,70.4,33,54.5,2.05,311.6,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,20,1.5,bottom,28,15,13,53.6,1.67,202.2,9.7,3.5,82.9,23,56.5,1.78,190.5,5,40.0,1.2,11.7,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,20,1.5,bottom,30,19,11,63.3,2.29,350.2,18.8,2.5,72.2,30,63.3,2.29,350.2,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,20,1.8,bottom,28,13,15,46.4,1.56,191.2,8.5,3.2,82.9,23,47.8,1.58,165.1,5,40.0,1.43,26.1,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,20,1.8,bottom,30,14,16,46.7,1.47,178.6,9.3,2.2,72.2,30,46.7,1.47,178.6,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,none,20,2.0,bottom,28,13,15,46.4,1.73,250.6,11.3,3.0,82.9,23,47.8,1.76,214.9,5,40.0,1.6,35.7,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,2H,origination,20,2.0,bottom,30,14,16,46.7,1.64,240.4,12.4,2.0,72.2,30,46.7,1.64,240.4,0,0.0,999.0,0.0,18949,PEPPERSTONE_EURUSD__120.csv
EURUSD,4H,none,10,1.5,bottom,36,24,12,66.7,3.04,361.3,26.7,2.0,41.6,30,73.3,4.44,393.7,,,,,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,10,1.5,bottom,37,28,9,75.7,5.26,529.7,38.6,2.0,81.6,37,75.7,5.26,529.7,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,10,1.8,bottom,36,22,14,61.1,2.61,351.7,28.6,3.0,41.6,30,66.7,3.42,378.1,,,,,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,10,1.8,bottom,37,26,11,70.3,4.27,543.3,42.4,2.0,81.6,37,70.3,4.27,543.3,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,10,2.0,bottom,36,18,18,50.0,1.6,178.7,19.2,4.9,41.6,30,53.3,1.86,201.1,,,,,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,10,2.0,bottom,37,22,15,59.5,2.57,385.7,33.0,3.0,81.6,37,59.5,2.57,385.7,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,15,1.5,bottom,36,21,15,58.3,2.02,311.0,17.6,3.5,41.6,30,63.3,2.56,348.4,,,,,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,15,1.5,bottom,37,25,12,67.6,3.21,524.4,28.6,2.0,81.6,37,67.6,3.21,524.4,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,15,1.8,bottom,36,18,18,50.0,1.52,202.9,15.1,5.1,41.6,30,53.3,1.76,231.3,,,,,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,15,1.8,bottom,37,22,15,59.5,2.39,445.5,27.4,3.2,81.6,37,59.5,2.39,445.5,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,15,2.0,bottom,36,17,19,47.2,1.47,195.5,15.7,7.7,41.6,30,50.0,1.66,217.9,,,,,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,15,2.0,bottom,37,21,16,56.8,2.33,457.5,29.1,5.8,81.6,37,56.8,2.33,457.5,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,20,1.5,bottom,36,21,15,58.3,1.85,339.9,17.6,4.4,41.6,30,60.0,2.04,332.3,6,50.0,1.09,7.6,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,20,1.5,bottom,37,24,13,64.9,2.62,548.3,25.5,3.5,81.6,37,64.9,2.62,548.3,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,20,1.8,bottom,36,18,18,50.0,1.62,293.7,15.1,6.8,41.6,30,50.0,1.69,268.1,6,50.0,1.31,25.6,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,20,1.8,bottom,37,21,16,56.8,2.3,531.3,23.8,5.8,81.6,37,56.8,2.3,531.3,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,none,20,2.0,bottom,36,16,20,44.4,1.51,258.8,12.3,6.8,41.6,30,43.3,1.52,221.2,6,50.0,1.46,37.6,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,4H,origination,20,2.0,bottom,37,18,19,48.6,1.97,455.8,18.0,5.8,81.6,37,48.6,1.97,455.8,0,0.0,999.0,0.0,10645,PEPPERSTONE_EURUSD__240.csv
EURUSD,1H,none,10,1.5,bottom,35,29,6,82.9,7.22,441.4,45.0,2.0,81.0,29,82.8,7.04,368.6,6,83.3,8.28,72.8,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,10,1.5,bottom,36,30,6,83.3,6.86,450.9,47.2,2.0,123.3,36,83.3,6.86,450.9,0,0.0,999.0,0.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,10,1.8,bottom,35,26,9,74.3,4.82,428.7,45.3,2.0,81.0,29,72.4,4.32,339.3,6,83.3,9.94,89.4,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,10,1.8,bottom,36,27,9,75.0,4.74,441.2,47.9,2.0,123.3,36,75.0,4.74,441.2,0,0.0,999.0,0.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,10,2.0,bottom,35,24,11,68.6,4.25,428.8,44.0,2.0,81.0,29,69.0,4.2,358.4,6,66.7,4.52,70.4,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,10,2.0,bottom,36,25,11,69.4,3.97,426.8,46.9,3.0,123.3,36,69.4,3.97,426.8,0,0.0,999.0,0.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,15,1.5,bottom,23,16,7,69.6,3.49,261.0,18.3,2.5,112.3,18,72.2,3.98,223.5,5,60.0,2.25,37.5,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,15,1.5,bottom,23,18,5,78.3,5.48,336.0,24.3,3.0,178.7,23,78.3,5.48,336.0,0,0.0,999.0,0.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,15,1.8,bottom,23,14,9,60.9,2.85,250.2,17.3,4.9,112.3,18,66.7,3.68,241.2,5,40.0,1.2,9.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,15,1.8,bottom,23,16,7,69.6,4.18,334.2,24.0,3.0,178.7,23,69.6,4.18,334.2,0,0.0,999.0,0.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,15,2.0,bottom,23,13,10,56.5,2.65,248.0,17.0,6.8,112.3,18,61.1,3.22,233.0,5,40.0,1.33,15.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,15,2.0,bottom,23,15,8,65.2,3.82,338.0,24.2,3.9,178.7,23,65.2,3.82,338.0,0,0.0,999.0,0.0,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,20,1.5,bottom,,,,,,,,,,,,,,,,,,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,20,1.5,bottom,,,,,,,,,,,,,,,,,,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,20,1.8,bottom,,,,,,,,,,,,,,,,,,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,20,1.8,bottom,,,,,,,,,,,,,,,,,,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,none,20,2.0,bottom,,,,,,,,,,,,,,,,,,21445,PEPPERSTONE_EURUSD__60.csv
EURUSD,1H,origination,20,2.0,bottom,,,,,,,,,,,,,,,,,,21445,PEPPERSTONE_EURUSD__60.csv
GBPUSD,2H,none,10,1.5,bottom,40,28,12,70.0,3.35,429.8,34.5,2.0,95.6,32,62.5,2.26,230.1,8,100.0,999.0,199.7,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,10,1.5,bottom,37,24,13,64.9,2.63,313.4,25.4,3.0,103.3,37,64.9,2.63,313.4,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,10,1.8,bottom,40,24,16,60.0,2.75,409.9,30.6,3.0,95.6,32,50.0,1.73,170.4,8,100.0,999.0,239.5,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,10,1.8,bottom,37,19,18,51.4,1.85,222.5,17.1,4.4,103.3,37,51.4,1.85,222.5,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,10,2.0,bottom,40,24,16,60.0,3.06,481.5,37.0,3.0,95.6,32,50.0,1.92,215.4,8,100.0,999.0,266.1,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,10,2.0,bottom,37,19,18,51.4,2.06,276.4,21.6,3.9,103.3,37,51.4,2.06,276.4,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,15,1.5,bottom,40,26,14,65.0,2.68,477.7,27.9,2.0,95.6,32,59.4,1.95,255.5,8,87.5,15.81,222.2,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,15,1.5,bottom,37,22,15,59.5,2.0,306.8,19.3,3.0,103.3,37,59.5,2.0,306.8,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,15,1.8,bottom,40,26,14,65.0,3.22,629.9,38.1,2.0,95.6,32,59.4,2.34,360.4,8,87.5,18.97,269.5,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,15,1.8,bottom,37,22,15,59.5,2.4,429.5,27.3,3.0,103.3,37,59.5,2.4,429.5,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,15,2.0,bottom,40,24,16,60.0,3.05,641.7,36.9,2.0,95.6,32,53.1,2.14,340.5,8,87.5,21.08,301.2,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,15,2.0,bottom,37,20,17,54.1,2.25,421.5,25.2,3.9,103.3,37,54.1,2.25,421.5,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,20,1.5,bottom,29,18,11,62.1,2.45,358.5,17.0,3.0,90.2,25,60.0,2.15,261.6,4,75.0,5.85,96.9,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,20,1.5,bottom,30,18,12,60.0,2.18,325.4,15.9,3.0,88.1,30,60.0,2.18,325.4,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,20,1.8,bottom,29,16,13,55.2,2.28,367.7,16.7,3.2,90.2,25,52.0,1.93,247.5,4,75.0,7.01,120.2,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,20,1.8,bottom,30,16,14,53.3,2.06,333.6,15.6,4.2,88.1,30,53.3,2.06,333.6,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,none,20,2.0,bottom,29,14,15,48.3,1.98,320.6,13.5,5.9,90.2,25,44.0,1.6,184.8,4,75.0,7.79,135.8,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,2H,origination,20,2.0,bottom,30,13,17,43.3,1.54,206.6,9.0,6.8,88.1,30,43.3,1.54,206.6,0,0.0,999.0,0.0,15863,PEPPERSTONE_GBPUSD__120.csv
GBPUSD,4H,none,10,1.5,bottom,32,21,11,65.6,3.5,441.3,22.4,3.0,76.2,30,66.7,3.63,436.3,2,50.0,1.5,5.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,10,1.5,bottom,37,24,13,64.9,3.62,514.5,25.4,2.0,73.5,37,64.9,3.62,514.5,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,10,1.8,bottom,32,16,16,50.0,1.73,219.1,13.3,7.4,76.2,30,50.0,1.73,211.1,2,50.0,1.8,8.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,10,1.8,bottom,37,19,18,51.4,1.97,311.0,17.1,6.5,73.5,37,51.4,1.97,311.0,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,10,2.0,bottom,32,16,16,50.0,1.92,276.6,16.9,6.9,76.2,30,50.0,1.92,266.6,2,50.0,2.0,10.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,10,2.0,bottom,37,19,18,51.4,2.19,380.8,21.6,5.9,73.5,37,51.4,2.19,380.8,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,15,1.5,bottom,32,19,13,59.4,2.07,335.5,16.4,4.9,76.2,30,60.0,2.09,328.0,2,50.0,1.5,7.5,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,15,1.5,bottom,37,22,15,59.5,2.22,421.2,19.3,4.9,73.5,37,59.5,2.22,421.2,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,15,1.8,bottom,32,17,15,53.1,1.89,325.1,16.5,6.8,76.2,30,56.7,2.06,355.1,,,,,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,15,1.8,bottom,37,21,16,56.8,2.25,476.0,23.8,4.9,73.5,37,56.8,2.25,476.0,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,15,2.0,bottom,32,16,16,50.0,1.94,356.6,16.9,6.8,76.2,30,53.3,2.11,386.6,,,,,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,15,2.0,bottom,37,20,17,54.1,2.33,525.9,25.3,4.9,73.5,37,54.1,2.33,525.9,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,20,1.5,bottom,32,17,15,53.1,1.6,262.5,10.8,6.8,76.2,30,56.7,1.76,302.5,,,,,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,20,1.5,bottom,37,22,15,59.5,2.05,460.7,19.3,4.9,73.5,37,59.5,2.05,460.7,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,20,1.8,bottom,32,17,15,53.1,1.92,403.1,16.5,6.8,76.2,30,56.7,2.11,443.1,,,,,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,20,1.8,bottom,37,22,15,59.5,2.46,641.0,27.4,4.9,73.5,37,59.5,2.46,641.0,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,none,20,2.0,bottom,32,17,15,53.1,2.13,496.6,20.4,6.8,76.2,30,56.7,2.34,536.6,,,,,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,4H,origination,20,2.0,bottom,37,21,16,56.8,2.52,700.9,29.1,4.9,73.5,37,56.8,2.52,700.9,0,0.0,999.0,0.0,8793,PEPPERSTONE_GBPUSD__240.csv
GBPUSD,1H,none,10,1.5,bottom,36,23,13,63.9,2.78,291.7,23.6,2.0,172.7,27,63.0,2.69,216.9,9,66.7,3.08,74.8,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,10,1.5,bottom,35,24,11,68.6,3.51,347.8,28.0,2.0,95.7,35,68.6,3.51,347.8,0,0.0,999.0,0.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,10,1.8,bottom,36,21,15,58.3,2.77,327.0,25.1,2.0,172.7,27,55.6,2.55,229.9,9,66.7,3.7,97.1,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,10,1.8,bottom,35,22,13,62.9,3.46,388.8,30.0,2.0,95.7,35,62.9,3.46,388.8,0,0.0,999.0,0.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,10,2.0,bottom,36,19,17,52.8,2.58,323.7,22.8,4.9,172.7,27,51.9,2.53,241.8,9,55.6,2.78,81.9,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,10,2.0,bottom,35,21,14,60.0,3.49,419.5,31.7,3.0,95.7,35,60.0,3.49,419.5,0,0.0,999.0,0.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,15,1.5,bottom,20,10,10,50.0,1.46,73.7,5.0,4.4,280.8,15,46.7,1.28,36.2,5,60.0,2.25,37.5,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,15,1.5,bottom,19,10,9,52.6,1.62,88.7,6.0,2.5,122.7,19,52.6,1.62,88.7,0,0.0,999.0,0.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,15,1.8,bottom,20,9,11,45.0,1.45,78.2,5.1,4.4,280.8,15,40.0,1.19,27.2,5,60.0,2.7,51.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,15,1.8,bottom,19,9,10,47.4,1.59,93.2,6.2,3.4,122.7,19,47.4,1.59,93.2,0,0.0,999.0,0.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,15,2.0,bottom,20,9,11,45.0,1.61,106.2,7.0,4.0,280.8,15,40.0,1.32,46.2,5,60.0,3.0,60.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,15,2.0,bottom,19,9,10,47.4,1.76,121.2,8.1,3.0,122.7,19,47.4,1.76,121.2,0,0.0,999.0,0.0,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,20,1.5,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,20,1.5,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,20,1.8,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,20,1.8,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,none,20,2.0,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_GBPUSD__60.csv
GBPUSD,1H,origination,20,2.0,bottom,,,,,,,,,,,,,,,,,,21565,PEPPERSTONE_GBPUSD__60.csv
NZDUSD,2H,none,10,1.5,bottom,35,25,10,71.4,3.6,343.0,31.2,1.0,58.7,29,65.5,2.67,220.7,6,100.0,999.0,122.3,19532,PEPPERSTONE_NZDUSD__120.csv
