pair,tf,filter,sl_buffer,rr,entry,trades,wins,losses,win_rate,profit_factor,total_pips,net_return,max_dd,avg_zone_age,wt_trades,wt_wr,wt_pf,wt_pips,ct_trades,ct_wr,ct_pf,ct_pips,bars,csv
NZDUSD,2H,origination,10,1.5,bottom,35,25,10,71.4,3.68,353.6,31.2,2.0,108.3,35,71.4,3.68,353.6,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,10,1.8,bottom,35,19,16,54.3,2.0,211.9,19.5,3.2,58.7,29,48.3,1.6,116.7,6,83.3,6.17,95.2,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,10,1.8,bottom,35,18,17,51.4,1.89,197.2,16.2,2.0,108.3,35,51.4,1.89,197.2,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,10,2.0,bottom,35,18,17,51.4,2.03,228.9,20.4,5.9,58.7,29,44.8,1.59,121.1,6,83.3,6.86,107.8,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,10,2.0,bottom,35,17,18,48.6,1.92,213.7,16.9,4.0,108.3,35,48.6,1.92,213.7,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,15,1.5,bottom,35,18,17,51.4,1.54,166.1,10.2,5.9,58.7,29,44.8,1.2,57.3,6,83.3,5.65,108.8,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,15,1.5,bottom,35,17,18,48.6,1.43,139.7,7.5,4.5,108.3,35,48.6,1.43,139.7,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,15,1.8,bottom,35,15,20,42.9,1.31,112.6,6.9,5.9,58.7,29,37.9,1.13,41.7,6,66.7,2.53,70.9,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,15,1.8,bottom,35,14,21,40.0,1.29,106.2,4.0,4.2,108.3,35,40.0,1.29,106.2,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,15,2.0,bottom,35,14,21,40.0,1.28,105.1,6.9,6.8,58.7,29,34.5,1.06,21.1,6,66.7,2.81,84.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,15,2.0,bottom,35,12,23,34.3,1.05,22.5,0.7,6.8,108.3,35,34.3,1.05,22.5,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,20,1.5,bottom,35,19,16,54.3,1.68,257.4,13.0,3.5,58.7,29,51.7,1.58,186.0,6,66.7,2.27,71.4,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,20,1.5,bottom,34,17,17,50.0,1.5,192.8,8.6,3.0,110.8,34,50.0,1.5,192.8,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,20,1.8,bottom,35,16,19,45.7,1.46,202.3,9.9,4.2,58.7,29,41.4,1.27,105.4,6,66.7,2.72,96.9,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,20,1.8,bottom,34,14,20,41.2,1.28,127.2,5.0,4.2,110.8,34,41.2,1.28,127.2,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,none,20,2.0,bottom,35,16,19,45.7,1.62,273.8,13.4,4.0,58.7,29,41.4,1.42,159.8,6,66.7,3.02,114.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,2H,origination,20,2.0,bottom,34,14,20,41.2,1.42,191.6,7.9,4.0,110.8,34,41.2,1.42,191.6,0,0.0,999.0,0.0,19532,PEPPERSTONE_NZDUSD__120.csv
NZDUSD,4H,none,10,1.5,bottom,28,20,8,71.4,3.43,329.6,24.3,3.9,194.8,23,78.3,6.0,337.7,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,10,1.5,bottom,33,24,9,72.7,4.12,399.8,30.6,3.0,151.7,33,72.7,4.12,399.8,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,10,1.8,bottom,28,18,10,64.3,2.96,329.9,24.7,3.9,194.8,23,69.6,4.24,326.0,5,40.0,1.06,3.9,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,10,1.8,bottom,33,21,12,63.6,2.96,356.2,28.9,5.9,151.7,33,63.6,2.96,356.2,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,10,2.0,bottom,28,16,12,57.1,2.0,221.9,21.7,3.9,194.8,23,65.2,3.39,299.6,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,10,2.0,bottom,33,20,13,60.6,2.66,342.1,30.4,5.9,151.7,33,60.6,2.66,342.1,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,15,1.5,bottom,28,20,8,71.4,3.35,425.2,24.3,3.0,194.8,23,78.3,5.41,433.3,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,15,1.5,bottom,33,23,10,69.7,3.24,457.5,27.4,4.9,151.7,33,69.7,3.24,457.5,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,15,1.8,bottom,28,17,11,60.7,2.1,297.8,21.3,3.0,194.8,23,69.6,3.55,388.5,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,15,1.8,bottom,33,21,12,63.6,2.7,438.7,28.9,4.9,151.7,33,63.6,2.7,438.7,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,15,2.0,bottom,28,16,12,57.1,2.11,315.9,21.7,3.9,194.8,23,69.6,3.95,448.6,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,15,2.0,bottom,33,21,12,63.6,3.0,516.1,34.4,4.9,151.7,33,63.6,3.0,516.1,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,20,1.5,bottom,28,18,10,64.3,2.3,373.0,18.2,3.0,194.8,23,73.9,3.92,458.8,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,20,1.5,bottom,33,22,11,66.7,2.72,495.5,24.2,4.9,151.7,33,66.7,2.72,495.5,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,20,1.8,bottom,28,17,11,60.7,2.47,448.7,21.3,3.0,194.8,23,69.6,3.97,525.9,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,20,1.8,bottom,33,21,12,63.6,2.94,596.1,28.9,4.9,151.7,33,63.6,2.94,596.1,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,none,20,2.0,bottom,28,16,12,57.1,2.28,433.4,21.7,3.0,194.8,23,65.2,3.4,504.9,,,,,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,4H,origination,20,2.0,bottom,33,20,13,60.6,2.75,597.4,30.4,4.9,151.7,33,60.6,2.75,597.4,0,0.0,999.0,0.0,9722,PEPPERSTONE_NZDUSD__240.csv
NZDUSD,1H,none,10,1.5,bottom,33,19,14,57.6,2.05,185.2,15.3,4.9,83.9,29,62.1,2.37,193.4,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,10,1.5,bottom,32,20,12,62.5,2.45,219.9,19.4,4.9,87.0,32,62.5,2.45,219.9,0,0.0,999.0,0.0,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,10,1.8,bottom,33,16,17,48.5,1.7,150.9,12.1,6.1,83.9,29,55.2,2.26,204.2,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,10,1.8,bottom,32,18,14,56.2,2.39,237.9,19.8,5.9,87.0,32,56.2,2.39,237.9,0,0.0,999.0,0.0,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,10,2.0,bottom,33,15,18,45.5,1.66,151.1,12.3,5.9,83.9,29,51.7,2.17,204.4,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,10,2.0,bottom,32,17,15,53.1,2.31,243.0,20.4,5.9,87.0,32,53.1,2.31,243.0,0,0.0,999.0,0.0,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,15,1.5,bottom,26,12,14,46.2,1.33,77.2,3.9,4.9,78.2,24,50.0,1.53,107.2,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,15,1.5,bottom,27,15,12,55.6,1.89,181.1,10.8,3.5,76.7,27,55.6,1.89,181.1,0,0.0,999.0,0.0,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,15,1.8,bottom,26,11,15,42.3,1.39,97.3,4.7,4.4,78.2,24,45.8,1.58,127.3,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,15,1.8,bottom,27,14,13,51.9,1.99,216.0,12.6,2.6,76.7,27,51.9,1.99,216.0,0,0.0,999.0,0.0,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,15,2.0,bottom,26,11,15,42.3,1.55,135.8,6.9,4.0,78.2,24,45.8,1.76,165.8,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,15,2.0,bottom,27,13,14,48.1,1.94,219.4,12.4,5.0,76.7,27,48.1,1.94,219.4,0,0.0,999.0,0.0,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,20,1.5,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,20,1.5,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,20,1.8,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,20,1.8,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,none,20,2.0,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
NZDUSD,1H,origination,20,2.0,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_NZDUSD__60.csv
USDCAD,2H,none,10,1.5,bottom,38,26,12,68.4,3.24,360.0,30.6,3.0,127.6,32,71.9,4.5,352.9,6,50.0,1.12,7.1,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,10,1.5,bottom,40,29,11,72.5,4.28,445.2,37.9,2.0,118.7,40,72.5,4.28,445.2,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,10,1.8,bottom,38,22,16,57.9,2.23,278.9,26.1,4.9,127.6,32,62.5,2.83,286.5,,,,,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,10,1.8,bottom,40,26,14,65.0,3.11,404.3,38.2,2.2,118.7,40,65.0,3.11,404.3,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,10,2.0,bottom,38,19,19,50.0,1.85,224.1,20.4,4.9,127.6,32,53.1,2.16,224.7,,,,,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,10,2.0,bottom,40,23,17,57.5,2.57,359.5,32.9,2.0,118.7,40,57.5,2.57,359.5,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,15,1.5,bottom,37,25,12,67.6,2.86,425.0,28.6,2.0,130.8,31,71.0,3.66,410.4,6,50.0,1.19,14.6,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,15,1.5,bottom,38,28,10,73.7,4.36,567.8,37.2,2.0,124.3,38,73.7,4.36,567.8,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,15,1.8,bottom,37,21,16,56.8,2.24,368.2,23.8,3.4,130.8,31,61.3,2.83,377.8,,,,,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,15,1.8,bottom,38,25,13,65.8,3.58,569.6,37.1,2.2,124.3,38,65.8,3.58,569.6,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,15,2.0,bottom,37,19,18,51.4,1.91,308.5,21.6,5.9,130.8,31,58.1,2.65,376.7,,,,,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,15,2.0,bottom,38,23,15,60.5,3.12,546.5,35.6,3.0,124.3,38,60.5,3.12,546.5,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,20,1.5,bottom,34,22,12,64.7,2.6,442.3,23.0,2.5,137.6,29,65.5,2.63,367.3,5,60.0,2.5,75.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,20,1.5,bottom,34,23,11,67.6,2.9,467.3,26.1,2.0,135.7,34,67.6,2.9,467.3,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,20,1.8,bottom,34,17,17,50.0,1.6,241.3,14.1,4.9,137.6,29,51.7,1.68,218.6,5,40.0,1.29,22.7,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,20,1.8,bottom,34,18,16,52.9,1.79,286.6,17.4,3.9,135.7,34,52.9,1.79,286.6,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,none,20,2.0,bottom,34,16,18,47.1,1.6,252.6,14.6,4.9,137.6,29,48.3,1.64,218.6,5,40.0,1.44,34.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,2H,origination,20,2.0,bottom,34,17,17,50.0,1.78,298.6,18.0,3.9,135.7,34,50.0,1.78,298.6,0,0.0,999.0,0.0,19121,PEPPERSTONE_USDCAD__120.csv
USDCAD,4H,none,10,1.5,bottom,35,26,9,74.3,4.93,527.4,34.5,3.0,123.5,28,71.4,4.6,394.3,7,85.7,6.37,133.1,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,10,1.5,bottom,35,23,12,65.7,3.5,426.9,24.8,3.9,113.9,35,65.7,3.5,426.9,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,10,1.8,bottom,35,23,12,65.7,3.32,469.5,33.6,3.0,123.5,28,64.3,3.5,378.3,7,71.4,2.79,91.2,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,10,1.8,bottom,35,21,14,60.0,3.02,429.8,26.4,3.9,113.9,35,60.0,3.02,429.8,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,10,2.0,bottom,35,19,16,54.3,2.01,290.8,24.0,4.0,123.5,28,53.6,2.34,275.6,7,57.1,1.19,15.2,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,10,2.0,bottom,35,18,17,51.4,2.27,339.6,20.4,4.0,113.9,35,51.4,2.27,339.6,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,15,1.5,bottom,35,23,12,65.7,3.06,507.8,24.8,4.4,123.5,28,60.7,2.57,338.4,7,85.7,6.43,169.4,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,15,1.5,bottom,35,21,14,60.0,2.46,411.0,18.7,4.4,113.9,35,60.0,2.46,411.0,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,15,1.8,bottom,35,20,15,57.1,2.2,405.2,22.9,5.1,123.5,28,53.6,2.09,295.4,7,71.4,2.64,109.8,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,15,1.8,bottom,35,18,17,51.4,1.89,322.4,16.2,5.1,113.9,35,51.4,1.89,322.4,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,15,2.0,bottom,35,19,16,54.3,2.12,408.3,24.0,4.9,123.5,28,50.0,1.94,278.9,7,71.4,2.94,129.4,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,15,2.0,bottom,35,17,18,48.6,1.82,319.1,16.9,4.9,113.9,35,48.6,1.82,319.1,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,20,1.5,bottom,34,22,12,64.7,2.5,495.2,23.0,3.9,124.8,27,63.0,2.53,387.3,7,71.4,2.4,107.9,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,20,1.5,bottom,34,21,13,61.8,2.29,446.8,20.0,3.9,115.0,34,61.8,2.29,446.8,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,20,1.8,bottom,34,19,15,55.9,2.15,459.8,20.7,4.2,124.8,27,55.6,2.22,371.0,7,57.1,1.92,88.8,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,20,1.8,bottom,34,19,15,55.9,2.16,461.0,20.7,4.2,115.0,34,55.9,2.16,461.0,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,none,20,2.0,bottom,34,19,15,55.9,2.38,555.6,25.3,4.0,124.8,27,55.6,2.47,446.2,7,57.1,2.13,109.4,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,4H,origination,20,2.0,bottom,34,19,15,55.9,2.4,556.4,25.3,4.0,115.0,34,55.9,2.4,556.4,0,0.0,999.0,0.0,9701,PEPPERSTONE_USDCAD__240.csv
USDCAD,1H,none,10,1.5,bottom,36,18,18,50.0,1.28,64.5,9.1,4.0,189.4,25,48.0,1.16,26.0,11,54.5,1.56,38.5,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,10,1.5,bottom,36,20,16,55.6,1.61,124.4,14.7,4.1,215.7,36,55.6,1.61,124.4,0,0.0,999.0,0.0,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,10,1.8,bottom,36,17,19,47.2,1.39,96.3,11.9,4.6,189.4,25,44.0,1.21,36.2,11,54.5,1.87,60.1,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,10,1.8,bottom,36,19,17,52.8,1.76,162.2,18.3,6.1,215.7,36,52.8,1.76,162.2,0,0.0,999.0,0.0,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,10,2.0,bottom,36,15,21,41.7,1.28,74.0,9.0,6.9,189.4,25,40.0,1.16,29.6,11,45.5,1.56,44.4,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,10,2.0,bottom,36,18,18,50.0,1.77,174.0,19.2,5.9,215.7,36,50.0,1.77,174.0,0,0.0,999.0,0.0,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,15,1.5,bottom,29,15,14,51.7,1.56,129.3,8.6,4.9,206.7,20,50.0,1.4,66.5,9,55.6,1.93,62.8,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,15,1.5,bottom,28,17,11,60.7,2.16,213.0,15.3,3.5,204.8,28,60.7,2.16,213.0,0,0.0,999.0,0.0,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,15,1.8,bottom,29,11,18,37.9,1.07,20.3,1.5,7.0,206.7,,,,,9,44.4,1.38,33.5,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,15,1.8,bottom,28,13,15,46.4,1.45,111.4,8.5,4.4,204.8,28,46.4,1.45,111.4,0,0.0,999.0,0.0,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,15,2.0,bottom,29,10,19,34.5,1.03,10.6,0.7,6.8,206.7,,,,,9,44.4,1.54,46.9,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,15,2.0,bottom,28,12,16,42.9,1.4,106.3,8.0,4.0,204.8,28,42.9,1.4,106.3,0,0.0,999.0,0.0,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,20,1.5,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,20,1.5,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,20,1.8,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,20,1.8,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,none,20,2.0,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_USDCAD__60.csv
USDCAD,1H,origination,20,2.0,bottom,,,,,,,,,,,,,,,,,,21643,PEPPERSTONE_USDCAD__60.csv
USDCHF,2H,none,10,1.5,bottom,32,22,10,68.8,3.44,320.4,25.5,3.0,186.3,24,66.7,2.95,216.1,8,75.0,6.22,104.3,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,10,1.5,bottom,34,25,9,73.5,4.11,377.1,32.6,3.0,143.3,34,73.5,4.11,377.1,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,10,1.8,bottom,32,20,12,62.5,2.93,317.8,26.7,3.9,186.3,24,58.3,2.31,188.5,8,75.0,7.47,129.3,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,10,1.8,bottom,34,22,12,64.7,3.16,355.7,31.3,3.2,143.3,34,64.7,3.16,355.7,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,10,2.0,bottom,32,20,12,62.5,3.26,371.2,31.7,3.9,186.3,24,58.3,2.56,225.4,8,75.0,8.29,145.8,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,10,2.0,bottom,34,22,12,64.7,3.52,413.5,37.1,3.0,143.3,34,64.7,3.52,413.5,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,15,1.5,bottom,32,22,10,68.8,3.07,402.3,25.5,2.0,186.3,24,66.7,2.6,263.0,8,75.0,5.64,139.3,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,15,1.5,bottom,34,24,10,70.6,3.31,449.0,29.3,3.0,143.3,34,70.6,3.31,449.0,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,15,1.8,bottom,32,20,12,62.5,2.66,396.8,26.7,2.2,186.3,24,58.3,2.07,223.5,8,75.0,6.78,173.3,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,15,1.8,bottom,34,20,14,58.8,2.37,368.7,24.1,3.9,143.3,34,58.8,2.37,368.7,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,15,2.0,bottom,32,19,13,59.4,2.66,422.3,27.9,2.0,186.3,24,54.2,2.01,226.5,8,75.0,7.53,195.8,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,15,2.0,bottom,34,19,15,55.9,2.39,394.6,25.3,3.9,143.3,34,55.9,2.39,394.6,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,20,1.5,bottom,28,19,9,67.9,3.02,434.5,21.2,3.0,212.0,20,65.0,2.49,260.2,8,75.0,5.36,174.3,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,20,1.5,bottom,30,20,10,66.7,2.9,446.2,21.8,2.0,161.5,30,66.7,2.9,446.2,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,20,1.8,bottom,28,18,10,64.3,3.16,508.6,24.7,3.0,212.0,20,65.0,2.98,347.3,8,62.5,3.69,161.3,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,20,1.8,bottom,30,20,10,66.7,3.48,582.5,29.2,2.0,161.5,30,66.7,3.48,582.5,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,none,20,2.0,bottom,28,16,12,57.1,2.6,450.6,21.7,3.0,212.0,20,55.0,2.19,264.8,8,62.5,4.1,185.8,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,2H,origination,20,2.0,bottom,30,18,12,60.0,2.89,532.9,26.6,2.0,161.5,30,60.0,2.89,532.9,0,0.0,999.0,0.0,19622,PEPPERSTONE_USDCHF__120.csv
USDCHF,4H,none,10,1.5,bottom,44,33,11,75.0,4.57,551.0,46.4,2.0,124.2,29,69.0,3.1,282.7,15,86.7,14.42,268.3,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,10,1.5,bottom,44,30,14,68.2,3.18,440.2,35.8,2.0,128.0,44,68.2,3.18,440.2,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,none,10,1.8,bottom,44,33,11,75.0,5.48,692.1,61.3,2.0,124.2,29,69.0,3.72,366.1,15,86.7,17.3,326.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,10,1.8,bottom,44,29,15,65.9,3.26,505.9,44.3,3.0,128.0,44,65.9,3.26,505.9,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,none,10,2.0,bottom,44,33,11,75.0,6.09,785.9,72.1,2.0,124.2,29,69.0,4.14,421.6,15,86.7,19.21,364.3,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,10,2.0,bottom,44,28,16,63.6,3.38,556.9,48.2,3.0,128.0,44,63.6,3.38,556.9,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,none,15,1.5,bottom,44,34,10,77.3,5.48,813.2,50.1,2.0,124.2,29,75.9,4.63,494.9,15,80.0,8.07,318.3,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,15,1.5,bottom,44,31,13,70.5,3.47,634.0,39.2,3.0,128.0,44,70.5,3.47,634.0,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,none,15,1.8,bottom,44,33,11,75.0,5.58,944.0,61.4,2.0,124.2,29,75.9,5.55,621.2,15,73.3,5.65,322.8,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,15,1.8,bottom,44,30,14,68.2,3.58,732.8,48.4,3.9,128.0,44,68.2,3.58,732.8,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,none,15,2.0,bottom,44,33,11,75.0,6.2,1071.4,72.1,2.0,124.2,29,75.9,6.17,705.2,15,73.3,6.28,366.2,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,15,2.0,bottom,44,30,14,68.2,3.97,845.7,57.4,3.9,128.0,44,68.2,3.97,845.7,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,none,20,1.5,bottom,44,37,7,84.1,7.81,1168.3,61.7,2.0,124.2,29,82.8,6.51,725.0,15,86.7,12.08,443.3,9733,PEPPERSTONE_USDCHF__240.csv
USDCHF,4H,origination,20,1.5,bottom,44,32,12,72.7,3.6,818.3,42.7,3.9,128.0,44,72.7,3.6,818.3,0,0.0,999.0,0.0,9733,PEPPERSTONE_USDCHF__240.csv
