entry_time,type,zone_type,entry_mode,trend_at_origin,trend_at_entry,zone_top,zone_bottom,entry_price,sl_price,tp_price,rr_applied,risk_pips,zone_age_bars,origin_time,result,exit_price,exit_time,pnl_pips
2023-02-03 01:00:00+10:00,BUY,Bull_BoS,bottom,with,with,1.09241,1.09048,1.09048,1.08978,1.09153,1.5,7.0,20,2023-02-02 03:00:00+10:00,LOSS,1.08978,2023-02-03 01:00:00+10:00,-7.0
2023-03-13 19:00:00+10:00,BUY,Bull_BoS,bottom,with,with,1.06982,1.06639,1.06639,1.06569,1.06744,1.5,7.0,7,2023-03-13 11:00:00+10:00,WIN,1.06744,2023-03-13 19:00:00+10:00,10.5
2023-07-27 22:00:00+10:00,BUY,Bull_BoS,bottom,counter,counter,1.10824,1.10571,1.10571,1.10501,1.10676,1.5,7.0,18,2023-07-27 03:00:00+10:00,LOSS,1.10501,2023-07-27 22:00:00+10:00,-7.0
2023-09-28 02:00:00+10:00,BUY,Bull_BoS,bottom,counter,counter,1.05432,1.0501,1.0501,1.0494,1.05115,1.5,7.0,4514,2023-01-07 00:00:00+10:00,LOSS,1.0494,2023-09-28 03:00:00+10:00,-7.0
2024-02-01 18:00:00+10:00,BUY,Bull_BoS,bottom,with,counter,1.08095,1.07827,1.07827,1.07757,1.07932,1.5,7.0,805,2023-12-14 00:00:00+10:00,WIN,1.07932,2024-02-01 18:00:00+10:00,10.5
2024-02-17 05:00:00+10:00,SELL,Bear_BoS,bottom,counter,counter,1.07866,1.07721,1.07866,1.07936,1.07761,1.5,7.0,78,2024-02-13 22:00:00+10:00,WIN,1.07761,2024-02-17 05:00:00+10:00,10.5
2024-03-22 13:00:00+10:00,BUY,Bull_BoS,bottom,counter,counter,1.08653,1.08364,1.08364,1.08294,1.08469,1.5,7.0,33,2024-03-20 19:00:00+10:00,LOSS,1.08294,2024-03-22 16:00:00+10:00,-7.0
2024-04-26 18:00:00+10:00,SELL,Bear_BoS,bottom,with,counter,1.07468,1.0714,1.07468,1.07538,1.07363,1.5,7.0,258,2024-04-11 22:00:00+10:00,WIN,1.07363,2024-04-26 18:00:00+10:00,10.5
2025-01-15 18:00:00+10:00,SELL,Bear_BoS,bottom,with,counter,1.0312,1.02814,1.0312,1.0319,1.03015,1.5,7.0,67,2025-01-10 18:00:00+10:00,WIN,1.03015,2025-01-15 18:00:00+10:00,10.5
2025-01-22 20:00:00+10:00,SELL,Bear_BoS,bottom,counter,counter,1.04521,1.04327,1.04521,1.04591,1.04416,1.5,7.0,379,2024-12-30 21:00:00+10:00,WIN,1.04416,2025-01-22 21:00:00+10:00,10.5
2025-01-31 06:00:00+10:00,BUY,Bull_BoS,bottom,counter,counter,1.04122,1.03915,1.03915,1.03845,1.0402,1.5,7.0,7,2025-01-30 21:00:00+10:00,WIN,1.0402,2025-01-31 06:00:00+10:00,10.5
2025-02-13 01:00:00+10:00,SELL,Bear_BoS,bottom,counter,counter,1.03794,1.03569,1.03794,1.03864,1.03689,1.5,7.0,2,2025-02-12 17:00:00+10:00,WIN,1.03689,2025-02-13 01:00:00+10:00,10.5
2025-03-04 00:00:00+10:00,SELL,Bear_BoS,bottom,counter,counter,1.04854,1.04705,1.04854,1.04924,1.04749,1.5,7.0,49,2025-02-27 19:00:00+10:00,WIN,1.04749,2025-03-04 00:00:00+10:00,10.5
2025-03-05 16:00:00+10:00,SELL,Bear_BoS,bottom,with,counter,1.06383,1.06103,1.06383,1.06453,1.06278,1.5,7.0,1860,2024-11-13 21:00:00+10:00,WIN,1.06278,2025-03-05 16:00:00+10:00,10.5
