time,open,high,low,close
1533834000,0.73905,0.73914,0.73731,0.73731
1533848400,0.73739,0.73799,0.73659,0.73713
1533862800,0.73717,0.73752,0.73531,0.73535
1533877200,0.73536,0.73574,0.72807,0.72999
1533891600,0.72998,0.73192,0.72952,0.7306
1533906000,0.73061,0.73216,0.72889,0.72976
1533920400,0.72974,0.7309,0.72862,0.72953
1534107600,0.72719,0.72999,0.72716,0.72721
1534122000,0.72723,0.72837,0.72634,0.72653
1534136400,0.72655,0.72924,0.72654,0.72729
1534150800,0.72728,0.72895,0.72628,0.72865
1534165200,0.72863,0.72913,0.72607,0.72638
1534179600,0.72637,0.72738,0.72566,0.72721
1534194000,0.72706,0.72749,0.72617,0.72729
1534208400,0.72728,0.72833,0.72684,0.72726
1534222800,0.72727,0.72818,0.72523,0.72544
1534237200,0.72543,0.72675,0.72533,0.72613
1534251600,0.72612,0.72663,0.72316,0.72316
1534266000,0.72318,0.72399,0.72241,0.72387
1534280400,0.72387,0.72427,0.72251,0.72254
1534294800,0.72255,0.72363,0.72025,0.72133
1534309200,0.72126,0.72356,0.72077,0.72262
1534323600,0.72261,0.72324,0.72122,0.72248
1534338000,0.72251,0.72476,0.72085,0.72408
1534352400,0.72412,0.72453,0.72307,0.7239
1534366800,0.72365,0.72434,0.72241,0.7232
1534381200,0.72322,0.72741,0.72143,0.72699
1534395600,0.72697,0.72788,0.72579,0.72681
1534410000,0.72682,0.72783,0.72623,0.72638
1534424400,0.72637,0.72866,0.72564,0.72592
1534438800,0.72593,0.72648,0.72512,0.72606
1534453200,0.72574,0.72642,0.72527,0.72611
1534467600,0.72612,0.72805,0.72596,0.72637
1534482000,0.72631,0.72893,0.72616,0.72765
1534496400,0.72761,0.72829,0.72546,0.72765
1534510800,0.72766,0.72891,0.72759,0.7282
1534525200,0.72819,0.73192,0.728,0.73153
1534712400,0.7315,0.7316,0.7304,0.73055
1534726800,0.73054,0.7312,0.72957,0.73067
1534741200,0.73068,0.73167,0.72994,0.7307
1534755600,0.73069,0.73121,0.72961,0.73051
1534770000,0.73049,0.73243,0.73037,0.73221
1534784400,0.73222,0.73437,0.73174,0.73387
1534798800,0.73375,0.73542,0.73331,0.735
1534813200,0.73503,0.73606,0.73438,0.73601
1534827600,0.736,0.73658,0.73472,0.7362
1534842000,0.73621,0.73646,0.73407,0.73463
1534856400,0.73462,0.73702,0.73409,0.73675
1534870800,0.73676,0.73817,0.73639,0.73654
1534885200,0.73631,0.73687,0.73516,0.73597
1534899600,0.73596,0.73623,0.7346,0.73579
1534914000,0.7358,0.73581,0.73339,0.7346
1534928400,0.73461,0.73659,0.73444,0.73546
1534942800,0.73545,0.73585,0.73412,0.73462
1534957200,0.73463,0.73707,0.73407,0.73517
1534971600,0.73486,0.73554,0.73115,0.73115
1534986000,0.73114,0.7314,0.72831,0.72927
1535000400,0.72926,0.73021,0.72848,0.72975
1535014800,0.72976,0.73006,0.72744,0.72766
1535029200,0.72764,0.728,0.72547,0.7255
1535043600,0.72549,0.72553,0.72406,0.72477
1535058000,0.72449,0.72556,0.72397,0.72555
1535072400,0.72556,0.72897,0.72378,0.72825
