time,open,high,low,close
1672614000,1.20556,1.20971,1.20505,1.20961
1672617600,1.20959,1.20961,1.20755,1.20849
1672621200,1.2083,1.21001,1.20768,1.20812
1672624800,1.20811,1.20825,1.20692,1.20703
1672628400,1.20701,1.20743,1.20695,1.20701
1672632000,1.20699,1.20735,1.20681,1.20695
1672635600,1.20694,1.2072,1.20654,1.20671
1672639200,1.20673,1.20724,1.20606,1.20676
1672642800,1.20681,1.2071,1.20525,1.20615
1672646400,1.20629,1.2076,1.204,1.20438
1672650000,1.20438,1.20569,1.20412,1.20457
1672653600,1.20457,1.2054,1.2045,1.20525
1672657200,1.20524,1.20531,1.20493,1.20523
1672660800,1.20523,1.20532,1.20499,1.20514
1672664400,1.20514,1.20528,1.205,1.20505
1672668000,1.20507,1.20519,1.20492,1.2051
1672671600,1.2051,1.20526,1.20422,1.20434
1672675200,1.20427,1.20466,1.20321,1.20454
1672678800,1.20456,1.20466,1.20454,1.20455
1672682400,1.20455,1.20464,1.20436,1.20451
1672686000,1.20451,1.20451,1.20427,1.2044
1672689600,1.20446,1.20488,1.20446,1.20461
1672693200,1.2046,1.2048,1.20441,1.20455
1672696800,1.20436,1.20464,1.20362,1.20454
1672700400,1.20448,1.20737,1.20448,1.20623
1672704000,1.20625,1.20657,1.20478,1.20538
1672707600,1.20537,1.20558,1.20346,1.20507
1672711200,1.20505,1.20836,1.20493,1.20784
1672714800,1.20782,1.20844,1.207,1.20738
1672718400,1.20736,1.20842,1.20716,1.20724
1672722000,1.20723,1.2077,1.20629,1.20691
1672725600,1.20691,1.20745,1.20574,1.20625
1672729200,1.20632,1.20791,1.2022,1.20283
1672732800,1.2029,1.20321,1.19112,1.19121
1672736400,1.19121,1.19448,1.19002,1.19236
1672740000,1.1924,1.19354,1.19049,1.19088
1672743600,1.19087,1.19451,1.19067,1.19312
1672747200,1.1931,1.1974,1.1924,1.19556
1672750800,1.19558,1.20096,1.19477,1.19927
1672754400,1.19928,1.20572,1.19832,1.20297
1672758000,1.20301,1.20369,1.20031,1.20087
1672761600,1.20089,1.20115,1.19562,1.19686
1672765200,1.19685,1.19793,1.19527,1.19645
1672768800,1.19643,1.19875,1.19622,1.19793
1672772400,1.19797,1.19849,1.19739,1.19838
1672776000,1.19839,1.19913,1.19704,1.19726
1672779600,1.19726,1.19732,1.19646,1.19665
1672783200,1.19607,1.19668,1.19607,1.19637
1672786800,1.19635,1.19741,1.19575,1.19657
1672790400,1.19659,1.19941,1.19651,1.19894
1672794000,1.19895,1.19962,1.19826,1.19938
1672797600,1.19937,1.20009,1.19838,1.19846
1672801200,1.19846,1.19911,1.19846,1.19891
1672804800,1.19891,1.19954,1.19823,1.19919
1672808400,1.19915,1.20004,1.19785,1.19843
1672812000,1.19838,1.19907,1.19712,1.19861
1672815600,1.19851,1.20406,1.19838,1.20263
1672819200,1.2026,1.20862,1.20252,1.20447
1672822800,1.20441,1.20769,1.20385,1.20599
1672826400,1.20598,1.20817,1.20516,1.20672
1672830000,1.20669,1.20876,1.20382,1.20547
