time,open,high,low,close,Volume
1672614000,1.35497,1.35516,1.35258,1.35298,86
1672617600,1.35299,1.353,1.35243,1.3525,368
1672621200,1.35252,1.35288,1.35236,1.35258,252
1672624800,1.35259,1.35526,1.35243,1.3545,627
1672628400,1.35516,1.35586,1.35401,1.35421,561
1672632000,1.3542,1.35502,1.35416,1.35454,164
1672635600,1.3545,1.35481,1.35418,1.35438,153
1672639200,1.35471,1.35491,1.35332,1.35421,9129
1672642800,1.35429,1.35636,1.35346,1.35352,4292
1672646400,1.35348,1.35524,1.35345,1.35451,1141
1672650000,1.35451,1.35632,1.35356,1.35583,13663
1672653600,1.35584,1.35641,1.35559,1.3562,22801
1672657200,1.3559,1.35731,1.35571,1.35702,11036
1672660800,1.35701,1.35775,1.35647,1.35764,7731
1672664400,1.35762,1.35798,1.35723,1.35755,797
1672668000,1.35755,1.35799,1.35686,1.35746,3070
1672671600,1.35745,1.35766,1.35644,1.35669,5169
1672675200,1.35669,1.3572,1.35627,1.35717,3495
1672678800,1.35716,1.35748,1.35628,1.35686,601
1672682400,1.35684,1.35832,1.35643,1.35666,511
1672686000,1.35678,1.35687,1.35664,1.35681,26
1672689600,1.35678,1.35678,1.35637,1.35637,138
1672693200,1.35637,1.35708,1.35637,1.35708,283
1672696800,1.35708,1.35709,1.35657,1.3567,95
1672700400,1.35665,1.35671,1.35544,1.35632,4847
1672704000,1.35632,1.35746,1.35572,1.3574,4821
1672707600,1.35741,1.36191,1.3574,1.36105,10832
1672711200,1.361,1.36191,1.35753,1.35756,7718
1672714800,1.35756,1.35756,1.35413,1.35427,6922
1672718400,1.35428,1.3554,1.35415,1.35535,3520
1672722000,1.35535,1.35707,1.35502,1.35619,6363
1672725600,1.3562,1.35628,1.35519,1.35519,6069
1672729200,1.3552,1.35521,1.35229,1.35364,10483
1672732800,1.35364,1.36147,1.3532,1.36135,17884
1672736400,1.36135,1.36378,1.36042,1.36136,13376
1672740000,1.36135,1.36353,1.36131,1.36308,8638
1672743600,1.36307,1.36414,1.36222,1.36287,8716
1672747200,1.3629,1.36669,1.36262,1.36612,8681
1672750800,1.36607,1.36784,1.36574,1.36678,13537
1672754400,1.36678,1.36797,1.36035,1.36147,17164
1672758000,1.36145,1.36385,1.36016,1.36369,20910
1672761600,1.36367,1.36765,1.36269,1.36637,16297
1672765200,1.36637,1.36742,1.36476,1.36667,13067
1672768800,1.36668,1.36794,1.3656,1.36571,12195
1672772400,1.3657,1.36851,1.36563,1.36636,12523
1672776000,1.36637,1.36752,1.36574,1.36692,12627
1672779600,1.36693,1.36773,1.36666,1.36687,4462
1672783200,1.36659,1.36715,1.36618,1.36639,475
1672786800,1.36635,1.36803,1.36633,1.3673,3010
1672790400,1.36731,1.36744,1.36547,1.36575,5563
1672794000,1.36573,1.36574,1.36399,1.36417,9121
1672797600,1.36417,1.36461,1.36378,1.36419,6666
1672801200,1.36419,1.3642,1.36343,1.3636,4380
1672804800,1.36361,1.36409,1.36271,1.36317,4933
1672808400,1.36319,1.36498,1.36268,1.36463,6931
1672812000,1.36462,1.36581,1.36426,1.3645,7600
1672815600,1.36453,1.36462,1.36125,1.36189,10134
1672819200,1.36193,1.36279,1.35427,1.3555,16959
1672822800,1.3555,1.35695,1.35472,1.35563,12453
1672826400,1.35563,1.35576,1.35451,1.35494,10414
1672830000,1.35495,1.35577,1.35427,1.35523,8810
1672833600,1.35522,1.35578,1.35392,1.35521,10514
1672837200,1.3552,1.35555,1.35139,1.3514,13425
1672840800,1.35141,1.3543,1.3512,1.35246,18856
1672844400,1.35246,1.35578,1.3508,1.35255,29674
1672848000,1.35254,1.35342,1.34914,1.34922,17041
1672851600,1.34922,1.34983,1.34766,1.34873,13111
1672855200,1.34874,1.35053,1.34872,1.34982,13413
1672858800,1.34979,1.3514,1.34804,1.34829,26747
1672862400,1.34832,1.34904,1.34788,1.34821,14284
1672866000,1.34821,1.34829,1.34753,1.3477,4117
1672869600,1.3476,1.34804,1.34735,1.34789,490
1672873200,1.34789,1.34862,1.34698,1.34859,2933
1672876800,1.34859,1.34923,1.3479,1.34894,6737
1672880400,1.34895,1.34939,1.34828,1.34868,8622
1672884000,1.34871,1.35167,1.34871,1.35062,7354
1672887600,1.35063,1.35121,1.34979,1.35109,6363
1672891200,1.35108,1.35113,1.34997,1.3506,4948
1672894800,1.35061,1.35105,1.34964,1.34968,5765
1672898400,1.34968,1.35149,1.34892,1.35128,6780
1672902000,1.35127,1.3524,1.35071,1.35172,9678
1672905600,1.35173,1.35272,1.35076,1.35108,13473
1672909200,1.35108,1.35168,1.34998,1.3505,12341
1672912800,1.35051,1.3509,1.34956,1.35068,9020
1672916400,1.35064,1.35091,1.34954,1.35052,8805
1672920000,1.35053,1.35114,1.34936,1.35008,8799
1672923600,1.35008,1.35385,1.34896,1.35348,21898
1672927200,1.35348,1.35489,1.35316,1.35434,18514
1672930800,1.35432,1.35901,1.35386,1.35896,24558
1672934400,1.35895,1.35953,1.35661,1.35796,15091
1672938000,1.35795,1.35853,1.35734,1.35793,11520
1672941600,1.35794,1.35808,1.35511,1.35596,13854
1672945200,1.35593,1.35769,1.35543,1.35678,11970
1672948800,1.35677,1.35817,1.35673,1.35814,11246
1672952400,1.35811,1.35832,1.35666,1.35692,4609
1672956000,1.35674,1.35679,1.35611,1.3563,684
1672959600,1.35628,1.35681,1.35612,1.35628,2798
1672963200,1.35629,1.35671,1.35497,1.3551,4803
1672966800,1.35509,1.35592,1.35462,1.35533,7189
1672970400,1.35532,1.35546,1.35471,1.35526,5896
1672974000,1.35524,1.35543,1.35377,1.35489,6674
1672977600,1.35489,1.35646,1.3546,1.35645,3014
1672981200,1.35644,1.35778,1.35629,1.35721,5717
1672984800,1.35722,1.35774,1.35633,1.35772,7132
1672988400,1.35775,1.35924,1.35716,1.3583,9759
1672992000,1.35828,1.35993,1.35713,1.35982,12352
1672995600,1.35982,1.36285,1.35978,1.36156,11692
1672999200,1.36155,1.36324,1.36128,1.36313,10393
1673002800,1.36313,1.36495,1.36281,1.36495,9944
1673006400,1.36494,1.36563,1.36412,1.36544,9445
1673010000,1.36544,1.36647,1.35393,1.35407,24262
1673013600,1.35405,1.35671,1.35215,1.35558,23929
1673017200,1.35535,1.35535,1.34761,1.34809,28976
1673020800,1.34807,1.3486,1.3447,1.34541,15509
1673024400,1.34541,1.34551,1.34402,1.34434,10359
1673028000,1.34435,1.34526,1.34392,1.34506,10551
1673031600,1.34507,1.34507,1.34336,1.34355,8964
1673035200,1.34354,1.34451,1.34332,1.34443,6776
1673038800,1.34444,1.34482,1.34422,1.34437,3337
1673215200,1.34301,1.34438,1.34301,1.34433,511
1673218800,1.344,1.34438,1.34323,1.34363,5144
1673222400,1.34362,1.34444,1.3429,1.34304,7486
1673226000,1.34303,1.34403,1.34151,1.34164,9729
1673229600,1.34166,1.34179,1.34047,1.34056,6928
1673233200,1.34057,1.34159,1.34056,1.34137,5610
1673236800,1.34138,1.34145,1.34018,1.34033,3958
1673240400,1.34034,1.34069,1.33952,1.33994,5092
1673244000,1.33993,1.34078,1.33969,1.34027,5946
1673247600,1.34027,1.34189,1.33854,1.34139,12109
1673251200,1.34141,1.34176,1.33861,1.34038,16304
1673254800,1.34037,1.34044,1.3384,1.33919,11267
1673258400,1.33919,1.33993,1.33866,1.33867,9571
1673262000,1.33865,1.33888,1.33757,1.33762,9098
1673265600,1.33763,1.3383,1.33653,1.33703,9004
1673269200,1.33703,1.33764,1.33571,1.3376,13541
