time,open,high,low,close,Volume
1585098000,0.98206,0.98223,0.97898,0.97966,23474
1585112400,0.97972,0.98283,0.97905,0.97995,47712
1585126800,0.97994,0.98242,0.97832,0.97973,53815
1585141200,0.9797,0.98159,0.97789,0.97868,51393
1585155600,0.97873,0.97989,0.97543,0.97715,34286
1585170000,0.97666,0.97747,0.97429,0.97482,15972
1585184400,0.97483,0.97679,0.973,0.97445,26524
1585198800,0.97445,0.97526,0.97221,0.97318,37207
1585213200,0.97319,0.97436,0.96857,0.96906,49834
1585227600,0.96904,0.97088,0.96231,0.96234,57169
1585242000,0.96234,0.96394,0.96029,0.9634,33514
1585256400,0.96358,0.96442,0.96095,0.9619,12938
1585270800,0.96191,0.96238,0.95859,0.96035,25996
1585285200,0.96034,0.96432,0.95943,0.96367,37716
1585299600,0.96367,0.96449,0.96007,0.96385,41394
1585314000,0.96384,0.96552,0.95499,0.95663,54010
1585328400,0.95664,0.95688,0.95058,0.95066,35890
1585515600,0.9529,0.95423,0.95021,0.95316,16165
1585530000,0.95318,0.95654,0.95229,0.95577,18394
1585544400,0.95578,0.95683,0.9539,0.95532,37126
1585558800,0.95532,0.95884,0.95482,0.95864,33077
1585573200,0.95864,0.9611,0.95625,0.96012,39417
1585587600,0.96012,0.96084,0.95808,0.9587,18968
1585602000,0.95833,0.96231,0.95753,0.96083,14895
1585616400,0.96084,0.96186,0.95925,0.9601,25391
1585630800,0.96009,0.96414,0.95947,0.9641,32813
1585645200,0.96411,0.96746,0.9636,0.96502,38579
1585659600,0.96511,0.96858,0.96193,0.96586,50109
1585674000,0.96584,0.96637,0.96098,0.96109,31226
1585688400,0.96062,0.96197,0.95996,0.96124,11987
1585702800,0.96124,0.96276,0.96102,0.96145,20004
1585717200,0.96144,0.96668,0.96028,0.96451,36016
1585731600,0.96451,0.96736,0.96442,0.96688,32164
1585746000,0.9669,0.96888,0.96603,0.96753,33690
1585760400,0.96755,0.96911,0.96523,0.96543,25415
1585774800,0.96546,0.96737,0.96496,0.96704,11708
1585789200,0.96702,0.96853,0.96613,0.96748,11988
1585803600,0.96749,0.96845,0.96577,0.96753,26023
1585818000,0.96756,0.9699,0.96585,0.96955,32991
1585832400,0.96958,0.97429,0.96933,0.97379,47288
1585846800,0.97378,0.97504,0.97277,0.97368,26566
1585861200,0.9726,0.97504,0.9725,0.97451,9277
1585875600,0.9745,0.97502,0.97314,0.97398,12430
1585890000,0.97397,0.97767,0.97331,0.97695,27274
1585904400,0.97694,0.9795,0.97494,0.97938,34738
1585918800,0.97939,0.97957,0.97673,0.97841,33633
1585933200,0.9784,0.97903,0.97441,0.97634,18949
1586120400,0.9762,0.97844,0.97541,0.97736,17342
1586134800,0.97737,0.97801,0.97647,0.97762,22575
1586149200,0.97763,0.97895,0.97608,0.9782,29929
1586163600,0.97819,0.97916,0.97693,0.97801,27353
1586178000,0.97803,0.97972,0.97627,0.97739,31868
1586192400,0.9774,0.97915,0.97725,0.97855,17771
1586206800,0.9787,0.97924,0.97755,0.97835,10929
1586221200,0.97834,0.97876,0.97556,0.97588,17386
1586235600,0.97587,0.97681,0.97243,0.97285,30302
1586250000,0.97286,0.97406,0.96979,0.97054,29934
1586264400,0.97055,0.97177,0.96898,0.97064,33217
1586278800,0.97064,0.97121,0.96855,0.96953,17947
1586293200,0.96937,0.97143,0.9688,0.97136,12980
1586307600,0.97135,0.97218,0.97037,0.97191,16080
1586322000,0.97193,0.97434,0.97058,0.9723,30346
1586336400,0.97222,0.97222,0.9705,0.97081,23140
1586350800,0.97082,0.97218,0.96898,0.97125,28809
1586365200,0.97126,0.97241,0.97048,0.97232,14467
1586379600,0.97161,0.97249,0.97044,0.97098,8868
1586394000,0.97098,0.97244,0.97071,0.9715,14257
1586408400,0.9715,0.97336,0.97033,0.97099,21850
1586422800,0.97099,0.97236,0.96838,0.96884,26235
1586437200,0.96883,0.96959,0.96502,0.9663,36287
1586451600,0.9663,0.96702,0.96482,0.96626,21538
1586466000,0.96606,0.96766,0.96519,0.96704,12956
1586480400,0.96698,0.96726,0.96499,0.96569,8351
1586494800,0.96569,0.96654,0.96483,0.9652,12325
1586509200,0.96519,0.96542,0.96477,0.96491,13418
1586523600,0.96492,0.96502,0.964,0.9642,4192
