time,open,high,low,close,Volume
1581703200,109.735,109.797,109.697,109.782,12170
1581890400,109.847,109.847,109.719,109.836,18352
1581904800,109.836,109.853,109.802,109.84,9633
1581919200,109.841,109.876,109.817,109.872,11180
1581933600,109.871,109.894,109.859,109.872,7452
1581948000,109.873,109.961,109.863,109.924,6372
1581962400,109.924,109.95,109.857,109.869,10368
1581976800,109.875,109.876,109.716,109.772,22598
1581991200,109.772,109.797,109.658,109.753,14853
1582005600,109.753,109.797,109.664,109.723,20479
1582020000,109.723,109.803,109.685,109.78,16874
1582034400,109.781,109.948,109.769,109.869,23895
1582048800,109.87,109.905,109.833,109.869,11236
1582063200,109.868,109.981,109.846,109.97,17005
1582077600,109.973,110.112,109.973,110.051,13422
1582092000,110.051,110.25,110.022,110.237,17411
1582106400,110.236,110.802,110.215,110.657,19864
1582120800,110.657,111.319,110.655,111.256,22612
1582135200,111.257,111.592,111.229,111.348,13427
1582149600,111.336,111.365,111.113,111.246,21497
1582164000,111.245,111.491,111.234,111.395,23066
1582178400,111.394,112.019,111.384,111.974,26751
1582192800,111.972,112.19,111.835,112.002,27298
1582207200,112.001,112.225,111.702,112.022,36789
1582221600,112.021,112.18,111.994,112.115,19670
1582236000,112.09,112.186,111.949,112.008,26008
1582250400,112.007,112.07,111.924,111.955,18268
1582264800,111.954,111.993,111.486,111.7,29177
1582279200,111.699,112.031,111.698,111.844,21564
1582293600,111.846,111.937,111.475,111.662,33797
1582308000,111.662,111.706,111.517,111.573,18697
1582495200,111.322,111.683,111.316,111.589,28860
1582509600,111.585,111.634,111.44,111.575,15727
1582524000,111.576,111.613,111.241,111.316,36416
1582538400,111.316,111.427,111.2,111.304,28997
1582552800,111.304,111.308,110.343,110.372,44574
1582567200,110.368,110.818,110.335,110.728,28516
1582581600,110.68,111.042,110.629,110.943,36145
1582596000,110.942,110.957,110.779,110.805,23913
1582610400,110.806,110.872,110.377,110.383,37319
1582624800,110.382,110.714,110.35,110.604,34599
1582639200,110.603,110.617,110.004,110.029,52723
1582653600,110.025,110.208,109.891,110.204,46341
1582668000,110.186,110.368,110.134,110.223,32869
1582682400,110.222,110.58,110.174,110.375,34046
1582696800,110.374,110.523,110.13,110.3,49225
